experiment,file_accession,object_kind,level,category,path,detail
ENCSR000ASN,ENCFF112PES,selected_file,WARNING,mild to moderate bottlenecking,/analyses/ENCAN073SFC/,"PBC1 (PCR Bottlenecking Coefficient 1, M1/M_distinct) is the ratio of the number of genomic locations where exactly one read maps uniquely (M1) to the number of genomic locations where some reads map (M_distinct). A PBC1 value in the range 0 - 0.5 is severe bottlenecking, 0.5 - 0.8 is moderate bottlenecking, 0.8 - 0.9 is mild bottlenecking, and > 0.9 is no bottlenecking. PBC1 value > 0.9 is recommended, but > 0.8 is acceptable. ENCODE processed alignments file {ENCFF393WAI|/files/ENCFF393WAI/} processed by ChIP-seq ENCODE3 GRCh38 pipeline was generated from a library with PBC1 value of 0.68."
ENCSR000ASN,ENCFF112PES,selected_file,WARNING,mild to moderate bottlenecking,/analyses/ENCAN073SFC/,"PBC2 (PCR Bottlenecking Coefficient 2, M1/M2) is the ratio of the number of genomic locations where exactly one read maps uniquely (M1) to the number of genomic locations where two reads map uniquely (M2). A PBC2 value in the range 0 - 1 is severe bottlenecking, 1 - 3 is moderate bottlenecking, 3 - 10 is mild bottlenecking, > 10 is no bottlenecking. PBC2 value > 10 is recommended, but > 3 is acceptable. ENCODE processed alignments file {ENCFF393WAI|/files/ENCFF393WAI/} processed by ChIP-seq ENCODE3 GRCh38 pipeline was generated from a library with PBC2 value of 2.99."
ENCSR000DWL,ENCFF651GXK,experiment,INTERNAL_ACTION,mismatched status,/analyses/ENCAN582ZVC/,Released analysis {ENCAN582ZVC|/analyses/ENCAN582ZVC/} has in progress subobject document {31c88ecd-6f43-4959-b300-7b806d354cea|/documents/31c88ecd-6f43-4959-b300-7b806d354cea/}
ENCSR000DWL,ENCFF651GXK,experiment,INTERNAL_ACTION,mismatched status,/analyses/ENCAN582ZVC/,Released analysis {ENCAN582ZVC|/analyses/ENCAN582ZVC/} has in progress subobject quality standard {encode4-histone-chip|/quality-standards/encode4-histone-chip/}
ENCSR000DWL,ENCFF651GXK,experiment,INTERNAL_ACTION,mismatched status,/experiments/ENCSR000DWL/,Released experiment {ENCSR000DWL|/experiments/ENCSR000DWL/} has archived subobject analysis {ENCAN344YRH|/analyses/ENCAN344YRH/}
ENCSR000DWL,ENCFF651GXK,experiment,INTERNAL_ACTION,mismatched status,/experiments/ENCSR000DWL/,Released experiment {ENCSR000DWL|/experiments/ENCSR000DWL/} has archived subobject analysis {ENCAN884RLB|/analyses/ENCAN884RLB/}
ENCSR000DWL,ENCFF651GXK,experiment,WARNING,low read depth,/analyses/ENCAN582ZVC/,"Processed alignments file {ENCFF014MGB|/files/ENCFF014MGB/} processed by ChIP-seq ENCODE4 v1.5.1 GRCh38 pipeline has 16950298 usable fragments. The minimum ENCODE standard for each replicate in a ChIP-seq experiment targeting H3K4me3-human and investigated as a narrow histone mark is 10 million usable fragments. The recommended value is > 20 million, but > 10 million is acceptable. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/})"
ENCSR000DWL,ENCFF651GXK,experiment,WARNING,mild to moderate bottlenecking,/analyses/ENCAN582ZVC/,"PBC1 (PCR Bottlenecking Coefficient 1, M1/M_distinct) is the ratio of the number of genomic locations where exactly one read maps uniquely (M1) to the number of genomic locations where some reads map (M_distinct). A PBC1 value in the range 0 - 0.5 is severe bottlenecking, 0.5 - 0.8 is moderate bottlenecking, 0.8 - 0.9 is mild bottlenecking, and > 0.9 is no bottlenecking. PBC1 value > 0.9 is recommended, but > 0.8 is acceptable. ENCODE processed alignments file {ENCFF014MGB|/files/ENCFF014MGB/} processed by ChIP-seq ENCODE4 v1.5.1 GRCh38 pipeline was generated from a library with PBC1 value of 0.82."
ENCSR000DWL,ENCFF651GXK,experiment,WARNING,mild to moderate bottlenecking,/analyses/ENCAN582ZVC/,"PBC2 (PCR Bottlenecking Coefficient 2, M1/M2) is the ratio of the number of genomic locations where exactly one read maps uniquely (M1) to the number of genomic locations where two reads map uniquely (M2). A PBC2 value in the range 0 - 1 is severe bottlenecking, 1 - 3 is moderate bottlenecking, 3 - 10 is mild bottlenecking, > 10 is no bottlenecking. PBC2 value > 10 is recommended, but > 3 is acceptable. ENCODE processed alignments file {ENCFF014MGB|/files/ENCFF014MGB/} processed by ChIP-seq ENCODE4 v1.5.1 GRCh38 pipeline was generated from a library with PBC2 value of 6.32."
ENCSR000DWL,ENCFF651GXK,experiment,WARNING,control low read depth,/experiments/ENCSR000DWL/,"Control alignment files (file {ENCFF262HFO|/files/ENCFF262HFO/} from control experiment {ENCSR000DWK|/experiments/ENCSR000DWK/} has 11697246 usable fragments) mapped to GRCh38 assembly have in aggregate 11697246 usable fragments.  The minimum ENCODE standard for a control of ChIP-seq assays targeting narrow histone mark H3K4me3-human is 10 million usable fragments, the recommended number of usable fragments is > 20 million. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/} )"
ENCSR000DWL,ENCFF651GXK,experiment,WARNING,control low read depth,/experiments/ENCSR000DWL/,"Control alignment files (file {ENCFF615RFN|/files/ENCFF615RFN/} from control experiment {ENCSR000DWK|/experiments/ENCSR000DWK/} has 11703638 usable fragments) mapped to hg19 assembly have in aggregate 11703638 usable fragments.  The minimum ENCODE standard for a control of ChIP-seq assays targeting narrow histone mark H3K4me3-human is 10 million usable fragments, the recommended number of usable fragments is > 20 million. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/} )"
ENCSR000DWL,ENCFF651GXK,experiment,WARNING,low read length,/experiments/ENCSR000DWL/,Fastq file {ENCFF001FYS|/files/ENCFF001FYS/} has read length of 36bp. For mapping accuracy ENCODE standards recommend that sequencing reads should be at least 50bp long. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/} )
ENCSR000DWL,ENCFF651GXK,selected_file,INTERNAL_ACTION,mismatched status,/analyses/ENCAN884RLB/,Archived analysis {ENCAN884RLB|/analyses/ENCAN884RLB/} has in progress subobject quality standard {encode3-histone-chip|/quality-standards/encode3-histone-chip/}
ENCSR000DWL,ENCFF651GXK,selected_file,WARNING,low read depth,/analyses/ENCAN884RLB/,"Processed alignments file {ENCFF764OBU|/files/ENCFF764OBU/} processed by ChIP-seq ENCODE3 GRCh38 pipeline has 16347826 usable fragments. The minimum ENCODE standard for each replicate in a ChIP-seq experiment targeting H3K4me3-human and investigated as a narrow histone mark is 10 million usable fragments. The recommended value is > 20 million, but > 10 million is acceptable. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/})"
ENCSR000DWL,ENCFF651GXK,selected_file,WARNING,mild to moderate bottlenecking,/analyses/ENCAN884RLB/,"PBC1 (PCR Bottlenecking Coefficient 1, M1/M_distinct) is the ratio of the number of genomic locations where exactly one read maps uniquely (M1) to the number of genomic locations where some reads map (M_distinct). A PBC1 value in the range 0 - 0.5 is severe bottlenecking, 0.5 - 0.8 is moderate bottlenecking, 0.8 - 0.9 is mild bottlenecking, and > 0.9 is no bottlenecking. PBC1 value > 0.9 is recommended, but > 0.8 is acceptable. ENCODE processed alignments file {ENCFF764OBU|/files/ENCFF764OBU/} processed by ChIP-seq ENCODE3 GRCh38 pipeline was generated from a library with PBC1 value of 0.82."
ENCSR000DWL,ENCFF651GXK,selected_file,WARNING,mild to moderate bottlenecking,/analyses/ENCAN884RLB/,"PBC2 (PCR Bottlenecking Coefficient 2, M1/M2) is the ratio of the number of genomic locations where exactly one read maps uniquely (M1) to the number of genomic locations where two reads map uniquely (M2). A PBC2 value in the range 0 - 1 is severe bottlenecking, 1 - 3 is moderate bottlenecking, 3 - 10 is mild bottlenecking, > 10 is no bottlenecking. PBC2 value > 10 is recommended, but > 3 is acceptable. ENCODE processed alignments file {ENCFF764OBU|/files/ENCFF764OBU/} processed by ChIP-seq ENCODE3 GRCh38 pipeline was generated from a library with PBC2 value of 6.19."
ENCSR000EPK,ENCFF037QHE,experiment,INTERNAL_ACTION,mismatched status,/files/ENCFF001EAE/,Revoked file {ENCFF001EAE|/files/ENCFF001EAE/} has replaced subobject file {b3482e45-0d4f-44cd-9a2c-95d310ed98fd|/files/b3482e45-0d4f-44cd-9a2c-95d310ed98fd/}
ENCSR000EPK,ENCFF037QHE,experiment,INTERNAL_ACTION,mismatched status,/files/ENCFF001DZD/,Revoked file {ENCFF001DZD|/files/ENCFF001DZD/} has replaced subobject file {decf60fc-8451-4606-83f6-491fd138a587|/files/decf60fc-8451-4606-83f6-491fd138a587/}
ENCSR000EPK,ENCFF037QHE,experiment,INTERNAL_ACTION,inconsistent analysis status,/experiments/ENCSR000EPK/,"Experiment {ENCSR000EPK|/experiments/ENCSR000EPK/} has multiple released analyses {ENCAN750YHB|/analyses/ENCAN750YHB/}, {ENCAN204MPS|/analyses/ENCAN204MPS/}."
ENCSR000EPK,ENCFF037QHE,experiment,INTERNAL_ACTION,mismatched status,/experiments/ENCSR000EPK/,Released experiment {ENCSR000EPK|/experiments/ENCSR000EPK/} has archived subobject analysis {ENCAN831UIN|/analyses/ENCAN831UIN/}
ENCSR000EPK,ENCFF037QHE,experiment,INTERNAL_ACTION,mismatched status,/experiments/ENCSR000EPK/,Released experiment {ENCSR000EPK|/experiments/ENCSR000EPK/} has archived subobject analysis {ENCAN117NYU|/analyses/ENCAN117NYU/}
ENCSR000EPK,ENCFF037QHE,experiment,INTERNAL_ACTION,mismatched status,/experiments/ENCSR000EPK/,Released experiment {ENCSR000EPK|/experiments/ENCSR000EPK/} has archived subobject analysis {ENCAN358NQG|/analyses/ENCAN358NQG/}
ENCSR000EPK,ENCFF037QHE,experiment,INTERNAL_ACTION,mismatched status,/experiments/ENCSR000EPK/,Released experiment {ENCSR000EPK|/experiments/ENCSR000EPK/} has archived subobject analysis {ENCAN778EQB|/analyses/ENCAN778EQB/}
ENCSR000EPK,ENCFF037QHE,experiment,INTERNAL_ACTION,mismatched status,/files/ENCFF001DZF/,Revoked file {ENCFF001DZF|/files/ENCFF001DZF/} has replaced subobject file {99ea9cdd-6c6f-4929-87a5-754cf89615ea|/files/99ea9cdd-6c6f-4929-87a5-754cf89615ea/}
ENCSR000EPK,ENCFF037QHE,experiment,INTERNAL_ACTION,mismatched status,/files/ENCFF001DZE/,Revoked file {ENCFF001DZE|/files/ENCFF001DZE/} has replaced subobject file {aa8a908f-89e6-4d11-af98-e34daadcbd4b|/files/aa8a908f-89e6-4d11-af98-e34daadcbd4b/}
ENCSR000EPK,ENCFF037QHE,experiment,INTERNAL_ACTION,mismatched status,/files/ENCFF001DYS/,Revoked file {ENCFF001DYS|/files/ENCFF001DYS/} has replaced subobject file {776a5e9a-455a-4a72-954c-0db7ebe0aac3|/files/776a5e9a-455a-4a72-954c-0db7ebe0aac3/}
ENCSR000EPK,ENCFF037QHE,experiment,INTERNAL_ACTION,mismatched status,/files/ENCFF001DZI/,Revoked file {ENCFF001DZI|/files/ENCFF001DZI/} has replaced subobject file {dcef1c5b-37ab-4bea-ba66-81d9971dd9c0|/files/dcef1c5b-37ab-4bea-ba66-81d9971dd9c0/}
ENCSR000EPK,ENCFF037QHE,experiment,INTERNAL_ACTION,mismatched status,/files/ENCFF001BXT/,Revoked file {ENCFF001BXT|/files/ENCFF001BXT/} has replaced subobject file {1b557c5e-2010-489c-aabf-56c723abb985|/files/1b557c5e-2010-489c-aabf-56c723abb985/}
ENCSR000EPK,ENCFF037QHE,experiment,INTERNAL_ACTION,missing derived_from,/files/ENCFF001BZY/,"derived_from is a list of files that were used to create a given file; for example, fastq file(s) will appear in the derived_from list of an alignments file. Processed file {ENCFF001BZY|/files/ENCFF001BZY/} is missing the requisite file specification in its derived_from list."
ENCSR012PII,ENCFF933WTT,experiment,INTERNAL_ACTION,mismatched status,/analyses/ENCAN012CGN/,Released analysis {ENCAN012CGN|/analyses/ENCAN012CGN/} has in progress subobject document {ab969cd7-c918-4688-a39f-5648af4c3c1d|/documents/ab969cd7-c918-4688-a39f-5648af4c3c1d/}
ENCSR012PII,ENCFF933WTT,experiment,INTERNAL_ACTION,mismatched status,/analyses/ENCAN012CGN/,Released analysis {ENCAN012CGN|/analyses/ENCAN012CGN/} has in progress subobject quality standard {encode4-histone-chip|/quality-standards/encode4-histone-chip/}
ENCSR012PII,ENCFF933WTT,experiment,INTERNAL_ACTION,mismatched status,/experiments/ENCSR012PII/,Released experiment {ENCSR012PII|/experiments/ENCSR012PII/} has archived subobject analysis {ENCAN619ADQ|/analyses/ENCAN619ADQ/}
ENCSR012PII,ENCFF933WTT,experiment,INTERNAL_ACTION,mismatched status,/experiments/ENCSR012PII/,Released experiment {ENCSR012PII|/experiments/ENCSR012PII/} has archived subobject analysis {ENCAN881QMA|/analyses/ENCAN881QMA/}
ENCSR012PII,ENCFF933WTT,experiment,INTERNAL_ACTION,mismatched status,/experiments/ENCSR012PII/,Released experiment {ENCSR012PII|/experiments/ENCSR012PII/} has archived subobject analysis {ENCAN886UMU|/analyses/ENCAN886UMU/}
ENCSR012PII,ENCFF933WTT,experiment,WARNING,mild to moderate bottlenecking,/analyses/ENCAN012CGN/,"PBC1 (PCR Bottlenecking Coefficient 1, M1/M_distinct) is the ratio of the number of genomic locations where exactly one read maps uniquely (M1) to the number of genomic locations where some reads map (M_distinct). A PBC1 value in the range 0 - 0.5 is severe bottlenecking, 0.5 - 0.8 is moderate bottlenecking, 0.8 - 0.9 is mild bottlenecking, and > 0.9 is no bottlenecking. PBC1 value > 0.9 is recommended, but > 0.8 is acceptable. ENCODE processed alignments file {ENCFF406DEQ|/files/ENCFF406DEQ/} processed by ChIP-seq ENCODE4 v1.5.1 GRCh38 pipeline was generated from a library with PBC1 value of 0.88."
ENCSR012PII,ENCFF933WTT,experiment,WARNING,control low read depth,/experiments/ENCSR012PII/,"Control alignment files (file {ENCFF945TJC|/files/ENCFF945TJC/} from control experiment {ENCSR444GJM|/experiments/ENCSR444GJM/} has 18467244 usable fragments) mapped to GRCh38 assembly have in aggregate 18467244 usable fragments.  The minimum ENCODE standard for a control of ChIP-seq assays targeting narrow histone mark H3K27ac-human is 10 million usable fragments, the recommended number of usable fragments is > 20 million. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/} )"
ENCSR012PII,ENCFF933WTT,experiment,WARNING,control low read depth,/experiments/ENCSR012PII/,"Control alignment files (file {ENCFF966NZX|/files/ENCFF966NZX/} from control experiment {ENCSR444GJM|/experiments/ENCSR444GJM/} has 18467495 usable fragments) mapped to hg19 assembly have in aggregate 18467495 usable fragments.  The minimum ENCODE standard for a control of ChIP-seq assays targeting narrow histone mark H3K27ac-human is 10 million usable fragments, the recommended number of usable fragments is > 20 million. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/} )"
ENCSR012PII,ENCFF933WTT,experiment,WARNING,low read length,/experiments/ENCSR012PII/,Fastq file {ENCFF765EVS|/files/ENCFF765EVS/} has read length of 36bp. For mapping accuracy ENCODE standards recommend that sequencing reads should be at least 50bp long. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/} )
ENCSR012PII,ENCFF933WTT,experiment,WARNING,low read length,/experiments/ENCSR012PII/,Fastq file {ENCFF511CWO|/files/ENCFF511CWO/} has read length of 36bp. For mapping accuracy ENCODE standards recommend that sequencing reads should be at least 50bp long. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/} )
ENCSR012PII,ENCFF933WTT,selected_file,INTERNAL_ACTION,mismatched status,/analyses/ENCAN886UMU/,Archived analysis {ENCAN886UMU|/analyses/ENCAN886UMU/} has in progress subobject quality standard {encode3-histone-chip|/quality-standards/encode3-histone-chip/}
ENCSR012PII,ENCFF933WTT,selected_file,WARNING,low read depth,/analyses/ENCAN886UMU/,"Processed alignments file {ENCFF680VNR|/files/ENCFF680VNR/} processed by ChIP-seq ENCODE3 GRCh38 pipeline has 19167408 usable fragments. The minimum ENCODE standard for each replicate in a ChIP-seq experiment targeting H3K27ac-human and investigated as a narrow histone mark is 10 million usable fragments. The recommended value is > 20 million, but > 10 million is acceptable. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/})"
ENCSR012PII,ENCFF933WTT,selected_file,WARNING,mild to moderate bottlenecking,/analyses/ENCAN886UMU/,"PBC1 (PCR Bottlenecking Coefficient 1, M1/M_distinct) is the ratio of the number of genomic locations where exactly one read maps uniquely (M1) to the number of genomic locations where some reads map (M_distinct). A PBC1 value in the range 0 - 0.5 is severe bottlenecking, 0.5 - 0.8 is moderate bottlenecking, 0.8 - 0.9 is mild bottlenecking, and > 0.9 is no bottlenecking. PBC1 value > 0.9 is recommended, but > 0.8 is acceptable. ENCODE processed alignments file {ENCFF680VNR|/files/ENCFF680VNR/} processed by ChIP-seq ENCODE3 GRCh38 pipeline was generated from a library with PBC1 value of 0.89."
ENCSR073CPU,ENCFF150UHK,experiment,INTERNAL_ACTION,mismatched status,/analyses/ENCAN084LXC/,Released analysis {ENCAN084LXC|/analyses/ENCAN084LXC/} has archived subobject file {ENCFF984RWB|/files/ENCFF984RWB/}
ENCSR073CPU,ENCFF150UHK,experiment,INTERNAL_ACTION,mismatched status,/analyses/ENCAN084LXC/,Released analysis {ENCAN084LXC|/analyses/ENCAN084LXC/} has archived subobject file {ENCFF722RAX|/files/ENCFF722RAX/}
ENCSR073CPU,ENCFF150UHK,experiment,INTERNAL_ACTION,mismatched status,/analyses/ENCAN084LXC/,Released analysis {ENCAN084LXC|/analyses/ENCAN084LXC/} has archived subobject file {ENCFF051JYU|/files/ENCFF051JYU/}
ENCSR073CPU,ENCFF150UHK,experiment,INTERNAL_ACTION,mismatched status,/analyses/ENCAN084LXC/,Released analysis {ENCAN084LXC|/analyses/ENCAN084LXC/} has archived subobject file {ENCFF632TAE|/files/ENCFF632TAE/}
ENCSR073CPU,ENCFF150UHK,experiment,INTERNAL_ACTION,mismatched status,/analyses/ENCAN084LXC/,Released analysis {ENCAN084LXC|/analyses/ENCAN084LXC/} has archived subobject file {ENCFF445WZP|/files/ENCFF445WZP/}
ENCSR073CPU,ENCFF150UHK,experiment,INTERNAL_ACTION,mismatched status,/analyses/ENCAN084LXC/,Released analysis {ENCAN084LXC|/analyses/ENCAN084LXC/} has archived subobject file {ENCFF003XLY|/files/ENCFF003XLY/}
ENCSR073CPU,ENCFF150UHK,selected_file,INTERNAL_ACTION,mismatched status,/analyses/ENCAN084LXC/,Released analysis {ENCAN084LXC|/analyses/ENCAN084LXC/} has archived subobject file {ENCFF984RWB|/files/ENCFF984RWB/}
ENCSR073CPU,ENCFF150UHK,selected_file,INTERNAL_ACTION,mismatched status,/analyses/ENCAN084LXC/,Released analysis {ENCAN084LXC|/analyses/ENCAN084LXC/} has archived subobject file {ENCFF722RAX|/files/ENCFF722RAX/}
ENCSR073CPU,ENCFF150UHK,selected_file,INTERNAL_ACTION,mismatched status,/analyses/ENCAN084LXC/,Released analysis {ENCAN084LXC|/analyses/ENCAN084LXC/} has archived subobject file {ENCFF051JYU|/files/ENCFF051JYU/}
ENCSR073CPU,ENCFF150UHK,selected_file,INTERNAL_ACTION,mismatched status,/analyses/ENCAN084LXC/,Released analysis {ENCAN084LXC|/analyses/ENCAN084LXC/} has archived subobject file {ENCFF632TAE|/files/ENCFF632TAE/}
ENCSR073CPU,ENCFF150UHK,selected_file,INTERNAL_ACTION,mismatched status,/analyses/ENCAN084LXC/,Released analysis {ENCAN084LXC|/analyses/ENCAN084LXC/} has archived subobject file {ENCFF445WZP|/files/ENCFF445WZP/}
ENCSR073CPU,ENCFF150UHK,selected_file,INTERNAL_ACTION,mismatched status,/analyses/ENCAN084LXC/,Released analysis {ENCAN084LXC|/analyses/ENCAN084LXC/} has archived subobject file {ENCFF003XLY|/files/ENCFF003XLY/}
ENCSR400VWA,ENCFF366GZW,experiment,INTERNAL_ACTION,missing derived_from,/files/ENCFF292RJP/,"derived_from is a list of files that were used to create a given file; for example, fastq file(s) will appear in the derived_from list of an alignments file. Processed file {ENCFF292RJP|/files/ENCFF292RJP/} is missing the requisite file specification in its derived_from list."
ENCSR400VWA,ENCFF366GZW,experiment,INTERNAL_ACTION,mismatched status,/experiments/ENCSR400VWA/,Released experiment {ENCSR400VWA|/experiments/ENCSR400VWA/} has archived subobject analysis {ENCAN216ZJU|/analyses/ENCAN216ZJU/}
ENCSR400VWA,ENCFF366GZW,experiment,INTERNAL_ACTION,mismatched status,/experiments/ENCSR400VWA/,Released experiment {ENCSR400VWA|/experiments/ENCSR400VWA/} has archived subobject analysis {ENCAN671WWN|/analyses/ENCAN671WWN/}
ENCSR400VWA,ENCFF366GZW,experiment,INTERNAL_ACTION,mismatched status,/experiments/ENCSR400VWA/,Released experiment {ENCSR400VWA|/experiments/ENCSR400VWA/} has archived subobject analysis {ENCAN860HIF|/analyses/ENCAN860HIF/}
ENCSR400VWA,ENCFF366GZW,experiment,INTERNAL_ACTION,mismatched status,/analyses/ENCAN366VYY/,Released analysis {ENCAN366VYY|/analyses/ENCAN366VYY/} has in progress subobject document {9fd7c6f9-46c8-4c8a-ba6c-d491ae025e40|/documents/9fd7c6f9-46c8-4c8a-ba6c-d491ae025e40/}
ENCSR400VWA,ENCFF366GZW,experiment,INTERNAL_ACTION,mismatched status,/analyses/ENCAN366VYY/,Released analysis {ENCAN366VYY|/analyses/ENCAN366VYY/} has in progress subobject quality standard {encode4-histone-chip|/quality-standards/encode4-histone-chip/}
ENCSR400VWA,ENCFF366GZW,experiment,NOT_COMPLIANT,control insufficient read depth,/experiments/ENCSR400VWA/,"Control alignment files (file {ENCFF945TJC|/files/ENCFF945TJC/} from control experiment {ENCSR444GJM|/experiments/ENCSR444GJM/} has 18467244 usable fragments) mapped to GRCh38 assembly have in aggregate 18467244 usable fragments.  The minimum ENCODE standard for a control of ChIP-seq assays targeting broad histone mark H3K4me1-human is 35 million usable fragments, the recommended number of usable fragments is > 45 million. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/} )"
ENCSR400VWA,ENCFF366GZW,experiment,NOT_COMPLIANT,control insufficient read depth,/experiments/ENCSR400VWA/,"Control alignment files (file {ENCFF966NZX|/files/ENCFF966NZX/} from control experiment {ENCSR444GJM|/experiments/ENCSR444GJM/} has 18467495 usable fragments) mapped to hg19 assembly have in aggregate 18467495 usable fragments.  The minimum ENCODE standard for a control of ChIP-seq assays targeting broad histone mark H3K4me1-human is 35 million usable fragments, the recommended number of usable fragments is > 45 million. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/} )"
ENCSR400VWA,ENCFF366GZW,experiment,NOT_COMPLIANT,insufficient read depth,/analyses/ENCAN366VYY/,"Processed alignments file {ENCFF396RZF|/files/ENCFF396RZF/} processed by ChIP-seq ENCODE4 v1.6.1 GRCh38 pipeline has 30218699 usable fragments. The minimum ENCODE standard for each replicate in a ChIP-seq experiment targeting H3K4me1-human and investigated as a broad histone mark is 20 million usable fragments. The recommended value is > 45 million, but > 35 million is acceptable. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/})"
ENCSR400VWA,ENCFF366GZW,experiment,WARNING,low read length,/experiments/ENCSR400VWA/,Fastq file {ENCFF858VSO|/files/ENCFF858VSO/} has read length of 36bp. For mapping accuracy ENCODE standards recommend that sequencing reads should be at least 50bp long. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/} )
ENCSR400VWA,ENCFF366GZW,experiment,WARNING,low read length,/experiments/ENCSR400VWA/,Fastq file {ENCFF076WOE|/files/ENCFF076WOE/} has read length of 36bp. For mapping accuracy ENCODE standards recommend that sequencing reads should be at least 50bp long. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/} )
ENCSR400VWA,ENCFF366GZW,experiment,WARNING,low read length,/experiments/ENCSR400VWA/,Fastq file {ENCFF402BCW|/files/ENCFF402BCW/} has read length of 36bp. For mapping accuracy ENCODE standards recommend that sequencing reads should be at least 50bp long. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/} )
ENCSR400VWA,ENCFF366GZW,selected_file,INTERNAL_ACTION,mismatched status,/analyses/ENCAN216ZJU/,Archived analysis {ENCAN216ZJU|/analyses/ENCAN216ZJU/} has in progress subobject quality standard {encode3-histone-chip|/quality-standards/encode3-histone-chip/}
ENCSR400VWA,ENCFF366GZW,selected_file,NOT_COMPLIANT,insufficient read depth,/analyses/ENCAN216ZJU/,"Processed alignments file {ENCFF247XHV|/files/ENCFF247XHV/} processed by ChIP-seq ENCODE3 GRCh38 pipeline has 28493048 usable fragments. The minimum ENCODE standard for each replicate in a ChIP-seq experiment targeting H3K4me1-human and investigated as a broad histone mark is 20 million usable fragments. The recommended value is > 45 million, but > 35 million is acceptable. (See {ENCODE ChIP-seq data standards|/data-standards/chip-seq/})"
