interface,program_id,contrast_id,contrast_role,group_a,group_b,n_a,n_b,mean_a,mean_b,variance_a,variance_b,variance_a_status,variance_b_status,effect,effect_status,score_kind,ci_low,ci_high,confidence,interval_type,standard_error,degrees_of_freedom,t_statistic,p_raw,log_p_raw,q_bh,q_by,welch_status,numeric_inference_failure,p_underflow_to_zero,zero_variance_groups,p_was_substituted,family_id,family_size,discovery_eligible,inferential_role,coverage_component,original_source_members,mapped_unique_members,component_coverage_gate,mapped_unique_total,coverage_gate_basis,parent_gate,score_status,coverage_reasons,target_literal_symbol,target_present_in_original_source,target_excluded
exact_symbol_ensembl_bijection,chr21_dn,PSC_minus_ASC,secondary,PSC,ASC,17,17,3.488042128789791,3.4411831647537783,0.06971691550372587,0.1257923801890523,finite_positive,finite_positive,0.04685896403601264,available,unsigned_equal_gene,-0.17228993917665,0.2660078672486753,0.95,pointwise_not_multiplicity_adjusted,0.10724060241092243,29.567641299363643,0.4369517046953857,0.6653210444581624,-0.4074855812026775,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,141,126,true,126,original_component_denominators_plus_10_total,,available,[],,,
exact_symbol_ensembl_bijection,chr21_dn,ASC_minus_AIH,secondary,ASC,AIH,17,30,3.4411831647537783,3.542057071802705,0.1257923801890523,0.16948468275394296,finite_positive,finite_positive,-0.10087390704892663,available,unsigned_equal_gene,-0.3321959626864712,0.130448148588618,0.95,pointwise_not_multiplicity_adjusted,0.11423239996147345,37.64983187131658,-0.8830586338284745,0.38280849370157466,-0.9602204312963748,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,141,126,true,126,original_component_denominators_plus_10_total,,available,[],,,
exact_symbol_ensembl_bijection,inflammation,PSC_minus_AIH,primary,PSC,AIH,17,30,2.903048820488765,2.9302351502039823,0.017369297562907005,0.04488566267061804,finite_positive,finite_positive,-0.027186329715217283,available,unsigned_equal_gene,-0.12828234421009926,0.07390968477966468,0.95,pointwise_not_multiplicity_adjusted,0.050178801716866665,44.50996298547407,-0.5417891377441783,0.5906658153013961,-0.5265048778495843,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,815,750,true,750,original_component_denominators_plus_10_total,,available,[],,,
exact_symbol_ensembl_bijection,inflammation,PSC_minus_ASC,secondary,PSC,ASC,17,17,2.903048820488765,2.8944072978652677,0.017369297562907005,0.03155065550579844,finite_positive,finite_positive,0.008641522623497266,available,unsigned_equal_gene,-0.10098834102615926,0.1182713862731538,0.95,pointwise_not_multiplicity_adjusted,0.05364367901401938,29.51932433071444,0.16109116269297763,0.8731190485923108,-0.13568336520910385,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,815,750,true,750,original_component_denominators_plus_10_total,,available,[],,,
exact_symbol_ensembl_bijection,inflammation,ASC_minus_AIH,secondary,ASC,AIH,17,30,2.8944072978652677,2.9302351502039823,0.03155065550579844,0.04488566267061804,finite_positive,finite_positive,-0.03582785233871455,available,unsigned_equal_gene,-0.15299298245988746,0.08133727778245836,0.95,pointwise_not_multiplicity_adjusted,0.05789740639953623,38.419788857190575,-0.6188161882671404,0.5396894682006292,-0.6167613637213195,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,815,750,true,750,original_component_denominators_plus_10_total,,available,[],,,
exact_symbol_ensembl_bijection,interferon_gamma,PSC_minus_AIH,primary,PSC,AIH,17,30,3.7915941114287044,3.842406950863058,0.032069647748143595,0.07623769634493173,finite_positive,finite_positive,-0.05081283943435366,available,unsigned_equal_gene,-0.18491360321032754,0.08328792434162022,0.95,pointwise_not_multiplicity_adjusted,0.06654101300978905,44.04460998266759,-0.7636318886049785,0.4491580110916801,-0.8003805353495853,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,139,121,true,121,original_component_denominators_plus_10_total,,available,[],,,
exact_symbol_ensembl_bijection,interferon_gamma,PSC_minus_ASC,secondary,PSC,ASC,17,17,3.7915941114287044,3.7867786808468273,0.032069647748143595,0.041644524372414934,finite_positive,finite_positive,0.004815430581877056,available,unsigned_equal_gene,-0.12940397522385907,0.1390348363876132,0.95,pointwise_not_multiplicity_adjusted,0.06584928072346394,31.469056737655727,0.0731280665327174,0.942167049688943,-0.05957268500152235,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,139,121,true,121,original_component_denominators_plus_10_total,,available,[],,,
exact_symbol_ensembl_bijection,interferon_gamma,ASC_minus_AIH,secondary,ASC,AIH,17,30,3.7867786808468273,3.842406950863058,0.041644524372414934,0.07623769634493173,finite_positive,finite_positive,-0.05562827001623072,available,unsigned_equal_gene,-0.19823200371449218,0.08697546368203074,0.95,pointwise_not_multiplicity_adjusted,0.07064654591054513,41.67220786411493,-0.7874166995604991,0.4354938452447938,-0.8312746154076004,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,139,121,true,121,original_component_denominators_plus_10_total,,available,[],,,
exact_symbol_ensembl_bijection,oxidative_stress,PSC_minus_AIH,primary,PSC,AIH,17,30,3.973222772406991,3.987120059236268,0.009501663217365243,0.029105505519975972,finite_positive,finite_positive,-0.013897286829276823,available,unsigned_equal_gene,-0.09265726625236652,0.06486269259381287,0.95,pointwise_not_multiplicity_adjusted,0.03910377070130066,44.98050130226535,-0.35539505730618903,0.7239548798852073,-0.3230262091389723,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,436,403,true,403,original_component_denominators_plus_10_total,,available,[],,,
exact_symbol_ensembl_bijection,oxidative_stress,PSC_minus_ASC,secondary,PSC,ASC,17,17,3.973222772406991,3.990722896210837,0.009501663217365243,0.028374874717071202,finite_positive,finite_positive,-0.017500123803845913,available,unsigned_equal_gene,-0.11459253603530006,0.07959228842760824,0.95,pointwise_not_multiplicity_adjusted,0.04720203007500995,25.635164656707953,-0.3707493888723858,0.7138703207152628,-0.3370539567862162,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,436,403,true,403,original_component_denominators_plus_10_total,,available,[],,,
exact_symbol_ensembl_bijection,oxidative_stress,ASC_minus_AIH,secondary,ASC,AIH,17,30,3.990722896210837,3.987120059236268,0.028374874717071202,0.029105505519975972,finite_positive,finite_positive,0.0036028369745690902,available,unsigned_equal_gene,-0.10083371150328632,0.1080393854524245,0.95,pointwise_not_multiplicity_adjusted,0.05137405760505305,33.72035107101074,0.07012950003417139,0.9445048478646066,-0.057094459322557745,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,436,403,true,403,original_component_denominators_plus_10_total,,available,[],,,
exact_symbol_ensembl_bijection,apoptotic_signaling,PSC_minus_AIH,primary,PSC,AIH,17,30,3.8496944763808507,3.8696850110741265,0.015060204490938766,0.035772200590555074,finite_positive,finite_positive,-0.01999053469327583,available,unsigned_equal_gene,-0.11186558187140161,0.07188451248484995,0.95,pointwise_not_multiplicity_adjusted,0.04558838742675335,44.03921361471411,-0.4385005880147555,0.6631671096634475,-0.41072826978130383,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,588,544,true,544,original_component_denominators_plus_10_total,,available,[],,,
exact_symbol_ensembl_bijection,apoptotic_signaling,PSC_minus_ASC,secondary,PSC,ASC,17,17,3.8496944763808507,3.866769837097769,0.015060204490938766,0.03451995454978225,finite_positive,finite_positive,-0.017075360716918286,available,unsigned_equal_gene,-0.12774727443910527,0.09359655300526869,0.95,pointwise_not_multiplicity_adjusted,0.05400444373912044,27.728460364392415,-0.3161843643720196,0.7542304869429444,-0.282057272085783,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,588,544,true,544,original_component_denominators_plus_10_total,,available,[],,,
exact_symbol_ensembl_bijection,apoptotic_signaling,ASC_minus_AIH,secondary,ASC,AIH,17,30,3.866769837097769,3.8696850110741265,0.03451995454978225,0.035772200590555074,finite_positive,finite_positive,-0.0029151739763575435,available,unsigned_equal_gene,-0.11830543047533082,0.11247508252261573,0.95,pointwise_not_multiplicity_adjusted,0.05677140343609389,33.865474214494704,-0.051349337869356707,0.9593488442261611,-0.04150051192555093,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,588,544,true,544,original_component_denominators_plus_10_total,,available,[],,,
exact_symbol_ensembl_bijection,ets2_g1_dn_without_comparators,PSC_minus_AIH,primary,PSC,AIH,17,30,3.542121568833118,3.5515700209735903,0.021448642905402146,0.07650641177807926,finite_positive,finite_positive,-0.009448452140472519,available,unsigned_equal_gene,-0.13380939634972006,0.11491249206877503,0.95,pointwise_not_multiplicity_adjusted,0.06174057501128684,44.881757581502626,-0.15303472860019915,0.8790568570220612,-0.12890569963225296,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,927,695,false,695,parent_gate_plus_10_retained,true,available,[],,,
exact_symbol_ensembl_bijection,ets2_g1_dn_without_comparators,PSC_minus_ASC,secondary,PSC,ASC,17,17,3.542121568833118,3.5272988835211394,0.021448642905402146,0.05544287830844332,finite_positive,finite_positive,0.01482268531197839,available,unsigned_equal_gene,-0.12322604640372703,0.1528714170276838,0.95,pointwise_not_multiplicity_adjusted,0.06725348065072892,26.767981485504592,0.2204002702693981,0.8272318024422373,-0.1896703300745436,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,927,695,false,695,parent_gate_plus_10_retained,true,available,[],,,
exact_symbol_ensembl_bijection,ets2_g1_dn_without_comparators,ASC_minus_AIH,secondary,ASC,AIH,17,30,3.5272988835211394,3.5515700209735903,0.05544287830844332,0.07650641177807926,finite_positive,finite_positive,-0.024271137452450908,available,unsigned_equal_gene,-0.17859933021145727,0.13005705530655545,0.95,pointwise_not_multiplicity_adjusted,0.07623358517599434,37.98974685781151,-0.31837853875582645,0.7519415697486055,-0.2850966578534696,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,927,695,false,695,parent_gate_plus_10_retained,true,available,[],,,
exact_symbol_ensembl_bijection,reactome_ecm_organization,PSC_minus_AIH,primary,PSC,AIH,17,30,3.204286815744055,3.175270570017707,0.045207440217298424,0.06727966963385064,finite_positive,finite_positive,0.02901624572634809,available,unsigned_equal_gene,-0.11259457623176478,0.17062706768446095,0.95,pointwise_not_multiplicity_adjusted,0.07001369040205306,39.04513523317362,0.41443674172469025,0.6808224219174865,-0.3844537676038987,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,321,301,true,301,original_component_denominators_plus_10_total,,available,[],ETS2,false,false
exact_symbol_ensembl_bijection,reactome_ecm_organization,PSC_minus_ASC,secondary,PSC,ASC,17,17,3.204286815744055,3.2312652591460616,0.045207440217298424,0.08374416465645396,finite_positive,finite_positive,-0.02697844340200639,available,unsigned_equal_gene,-0.20500686239782714,0.15104997559381436,0.95,pointwise_not_multiplicity_adjusted,0.08709413597932661,29.376416399646768,-0.3097618811949661,0.7589287836003732,-0.2758473352372667,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,321,301,true,301,original_component_denominators_plus_10_total,,available,[],ETS2,false,false
exact_symbol_ensembl_bijection,reactome_ecm_organization,ASC_minus_AIH,secondary,ASC,AIH,17,30,3.2312652591460616,3.175270570017707,0.08374416465645396,0.06727966963385064,finite_positive,finite_positive,0.05599468912835448,available,unsigned_equal_gene,-0.11682471909879252,0.22881409735550148,0.95,pointwise_not_multiplicity_adjusted,0.0846686659112701,30.40730933840197,0.6613389797240341,0.5133753766525672,-0.6667479730264682,0.9593488442261611,1.0,available,,false,[],false,Core_full_panel_three_contrasts,30,true,sole_discovery_family,all,321,301,true,301,original_component_denominators_plus_10_total,,available,[],ETS2,false,false
plus_reciprocal_entrez,ets2_g1_dn,PSC_minus_AIH,primary,PSC,AIH,17,30,3.573927423085482,3.5959070707169087,0.026786362778664422,0.09085060008713935,finite_positive,finite_positive,-0.02197964763142668,available,unsigned_equal_gene,-0.15864540795329193,0.11468611269043857,0.95,pointwise_not_multiplicity_adjusted,0.06785294197735972,44.96519255969382,-0.32393065047585645,0.747492511189779,-0.2910309922426929,,,available,,false,[],false,,,false,identity_sensitivity_only,all,927,825,true,825,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,ets2_g1_dn,PSC_minus_ASC,secondary,PSC,ASC,17,17,3.573927423085482,3.5547829724034443,0.026786362778664422,0.06393572998185144,finite_positive,finite_positive,0.01914445068203774,available,unsigned_equal_gene,-0.13064232618899604,0.16893122755307152,0.95,pointwise_not_multiplicity_adjusted,0.07305199307202405,27.40480960655071,0.26206609672049164,0.7952303321045519,-0.22912348037257868,,,available,,false,[],false,,,false,identity_sensitivity_only,all,927,825,true,825,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,ets2_g1_dn,ASC_minus_AIH,secondary,ASC,AIH,17,30,3.5547829724034443,3.5959070707169087,0.06393572998185144,0.09085060008713935,finite_positive,finite_positive,-0.04112409831346442,available,unsigned_equal_gene,-0.20787077679025534,0.1256225801633265,0.95,pointwise_not_multiplicity_adjusted,0.08239707900944102,38.40316121663625,-0.49909655545862786,0.6205585418717958,-0.4771353324996582,,,available,,false,[],false,,,false,identity_sensitivity_only,all,927,825,true,825,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,ets2_g1_up,PSC_minus_AIH,primary,PSC,AIH,17,30,4.199212505092756,4.21153807495776,0.017740702949302075,0.03343144433025217,finite_positive,finite_positive,-0.012325569865003771,available,unsigned_equal_gene,-0.1060733648790231,0.08142222514901555,0.95,pointwise_not_multiplicity_adjusted,0.046453764534198125,41.99542183726954,-0.26532983900432844,0.7920535207973526,-0.2331263126865838,,,available,,false,[],false,,,false,identity_sensitivity_only,all,668,536,true,536,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,ets2_g1_up,PSC_minus_ASC,secondary,PSC,ASC,17,17,4.199212505092756,4.206908101554022,0.017740702949302075,0.03734617900372193,finite_positive,finite_positive,-0.007695596461266163,available,unsigned_equal_gene,-0.12422587817695699,0.10883468525442466,0.95,pointwise_not_multiplicity_adjusted,0.05692455375992084,28.40239582917179,-0.13518940339387325,0.8934156725697842,-0.11270332760573853,,,available,,false,[],false,,,false,identity_sensitivity_only,all,668,536,true,536,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,ets2_g1_up,ASC_minus_AIH,secondary,ASC,AIH,17,30,4.206908101554022,4.21153807495776,0.03734617900372193,0.03343144433025217,finite_positive,finite_positive,-0.004629973403737608,available,unsigned_equal_gene,-0.12186601794159314,0.11260607113411793,0.95,pointwise_not_multiplicity_adjusted,0.05754316238023019,31.83067509310255,-0.08046087862088554,0.9363744805987914,-0.06573979640783212,,,available,,false,[],false,,,false,identity_sensitivity_only,all,668,536,true,536,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,ets2_g2_dn,PSC_minus_AIH,primary,PSC,AIH,17,30,3.6564299889680103,3.6782076802119246,0.02772751675809234,0.0921102226508522,finite_positive,finite_positive,-0.021777691243914266,available,unsigned_equal_gene,-0.15987904140855222,0.11632365892072369,0.95,pointwise_not_multiplicity_adjusted,0.06856654543261786,44.98538154098341,-0.317613948704996,0.7522474085111088,-0.2846900084614873,,,available,,false,[],false,,,false,identity_sensitivity_only,all,875,789,true,789,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,ets2_g2_dn,PSC_minus_ASC,secondary,PSC,ASC,17,17,3.6564299889680103,3.6309566889145497,0.02772751675809234,0.061799257412677285,finite_positive,finite_positive,0.0254733000534606,available,unsigned_equal_gene,-0.12318946411676257,0.17413606422368377,0.95,pointwise_not_multiplicity_adjusted,0.07256914518977528,27.95155092773727,0.3510210846062121,0.728204549089662,-0.31717329622699875,,,available,,false,[],false,,,false,identity_sensitivity_only,all,875,789,true,789,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,ets2_g2_dn,ASC_minus_AIH,secondary,ASC,AIH,17,30,3.6309566889145497,3.6782076802119246,0.061799257412677285,0.0921102226508522,finite_positive,finite_positive,-0.04725099129737487,available,unsigned_equal_gene,-0.2128755431111445,0.11837356051639478,0.95,pointwise_not_multiplicity_adjusted,0.08188767423164642,39.065681392887306,-0.57702202121054,0.5672351509835086,-0.566981332864447,,,available,,false,[],false,,,false,identity_sensitivity_only,all,875,789,true,789,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,chr21_dn,PSC_minus_AIH,primary,PSC,AIH,17,30,3.5618755687408754,3.6168866675556015,0.07328231290595584,0.17876166550230424,finite_positive,finite_positive,-0.0550110988147261,available,unsigned_equal_gene,-0.2592182690821693,0.14919607145271707,0.95,pointwise_not_multiplicity_adjusted,0.1013382774276126,44.20469471631558,-0.542846199986193,0.5899624807356064,-0.5276963360779757,,,available,,false,[],false,,,false,identity_sensitivity_only,all,141,122,true,122,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,chr21_dn,PSC_minus_ASC,secondary,PSC,ASC,17,17,3.5618755687408754,3.5102430869571197,0.07328231290595584,0.13188496546101275,finite_positive,finite_positive,0.05163248178375568,available,unsigned_equal_gene,-0.1728580700923496,0.27612303365986096,0.95,pointwise_not_multiplicity_adjusted,0.10985746871902288,29.586167835432665,0.4699951890919094,0.6418044569776844,-0.44347160583425727,,,available,,false,[],false,,,false,identity_sensitivity_only,all,141,122,true,122,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,chr21_dn,ASC_minus_AIH,secondary,ASC,AIH,17,30,3.5102430869571197,3.6168866675556015,0.13188496546101275,0.17876166550230424,finite_positive,finite_positive,-0.10664358059848178,available,unsigned_equal_gene,-0.3437915047123591,0.13050434351539553,0.95,pointwise_not_multiplicity_adjusted,0.11711815114735886,37.73532927749387,-0.9105640718687754,0.36830515040832484,-0.9988434713543245,,,available,,false,[],false,,,false,identity_sensitivity_only,all,141,122,true,122,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,inflammation,PSC_minus_AIH,primary,PSC,AIH,17,30,2.9031635139185092,2.9307115776469375,0.017629423730639766,0.04517111273119552,finite_positive,finite_positive,-0.027548063728428218,available,unsigned_equal_gene,-0.12914363954362423,0.07404751208676778,0.95,pointwise_not_multiplicity_adjusted,0.050425476527627064,44.469477264465326,-0.5463124124039802,0.5875818806185216,-0.5317396714095269,,,available,,false,[],false,,,false,identity_sensitivity_only,all,815,744,true,744,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,inflammation,PSC_minus_ASC,secondary,PSC,ASC,17,17,2.9031635139185092,2.894735199497594,0.017629423730639766,0.031802586146286886,finite_positive,finite_positive,0.008428314420915406,available,unsigned_equal_gene,-0.10176589653550903,0.11862252537733985,0.95,pointwise_not_multiplicity_adjusted,0.053923698749974845,29.56916205349287,0.15630074746902145,0.8768582305749035,-0.13140995238536712,,,available,,false,[],false,,,false,identity_sensitivity_only,all,815,744,true,744,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,inflammation,ASC_minus_AIH,secondary,ASC,AIH,17,30,2.894735199497594,2.9307115776469375,0.031802586146286886,0.04517111273119552,finite_positive,finite_positive,-0.035976378149343624,available,unsigned_equal_gene,-0.15356826622006903,0.08161550992138179,0.95,pointwise_not_multiplicity_adjusted,0.05810717786343444,38.39716066064728,-0.6191382798506682,0.5394816427211009,-0.6171465213297732,,,available,,false,[],false,,,false,identity_sensitivity_only,all,815,744,true,744,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,interferon_gamma,PSC_minus_AIH,primary,PSC,AIH,17,30,3.7594491376468393,3.810046465471832,0.03108754427737144,0.07452228404024223,finite_positive,finite_positive,-0.05059732782499271,available,unsigned_equal_gene,-0.18294137589128556,0.08174672024130014,0.95,pointwise_not_multiplicity_adjusted,0.06567157078838785,44.09799122974652,-0.7704601430660374,0.44513525661103676,-0.8093770955580303,,,available,,false,[],false,,,false,identity_sensitivity_only,all,139,118,true,118,original_component_denominators_plus_10_total,,available,[],,,
plus_reciprocal_entrez,interferon_gamma,PSC_minus_ASC,secondary,PSC,ASC,17,17,3.7594491376468393,3.7542952081561687,0.03108754427737144,0.040206432844097674,finite_positive,finite_positive,0.005153929490670617,available,unsigned_equal_gene,-0.12684107925798524,0.13714893823932647,0.95,pointwise_not_multiplicity_adjusted,0.06475927238694408,31.484912952254465,0.07958596971064309,0.937070261387196,-0.06499701408305747,,,available,,false,[],false,,,false,identity_sensitivity_only,all,139,118,true,118,original_component_denominators_plus_10_total,,available,[],,,
