interface,program_id,contrast_id,inferential_role,effect,ci_high,ci_low,method,p_value_computed,requested_replicates,status,valid_replicates,interval_type
plus_reciprocal_entrez,interferon_gamma,PSC_minus_AIH,identity_sensitivity_only,-0.05059732782499271,0.07543429700455712,-0.17709274403393566,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,interferon_gamma,PSC_minus_ASC,identity_sensitivity_only,0.005153929490670617,0.11988778732177839,-0.11991920533417563,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,interferon_gamma,ASC_minus_AIH,identity_sensitivity_only,-0.05575125731566333,0.08097448157626295,-0.18253884135940487,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,oxidative_stress,PSC_minus_AIH,identity_sensitivity_only,-0.014324836889808346,0.06260175636848166,-0.09009953512544908,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,oxidative_stress,PSC_minus_ASC,identity_sensitivity_only,-0.018264623740696706,0.06444293404236023,-0.11159942168569972,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,oxidative_stress,ASC_minus_AIH,identity_sensitivity_only,0.0039397868508883604,0.10580088360717767,-0.08916573646249089,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,apoptotic_signaling,PSC_minus_AIH,identity_sensitivity_only,-0.019923825619728497,0.06906544842409265,-0.10692741694561352,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,apoptotic_signaling,PSC_minus_ASC,identity_sensitivity_only,-0.017202086925528715,0.07933727258704869,-0.12188123749571997,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,apoptotic_signaling,ASC_minus_AIH,identity_sensitivity_only,-0.0027217386941997823,0.10839127523267258,-0.10560631836311522,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,ets2_g1_dn_without_comparators,PSC_minus_AIH,identity_sensitivity_only,-0.010078551028664506,0.11170612375750721,-0.13396641571516527,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,ets2_g1_dn_without_comparators,PSC_minus_ASC,identity_sensitivity_only,0.01609697999987958,0.13349169493763463,-0.11689147132360529,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,ets2_g1_dn_without_comparators,ASC_minus_AIH,identity_sensitivity_only,-0.026175531028544086,0.12725487742966307,-0.16523609246629833,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,reactome_ecm_organization,PSC_minus_AIH,identity_sensitivity_only,0.028650304814395344,0.16412895888282783,-0.10512733031042372,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,reactome_ecm_organization,PSC_minus_ASC,identity_sensitivity_only,-0.02721823846157445,0.13228836658115448,-0.19641328437473884,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
plus_reciprocal_entrez,reactome_ecm_organization,ASC_minus_AIH,identity_sensitivity_only,0.055868543275969795,0.22654586050393763,-0.09759535246755151,percentile_linear_95,false,10000,available,10000,pointwise_not_multiplicity_adjusted
