dataset_key,program_id,bin,bin_feature_count,target_count,control_pool_count,required_controls_sufficient,underflow,program_mapping_gate_pass,matching_available,replicates,seed,target_reference_mean,bin_reference_mean,control_pool_reference_mean,reason,intended_unique_source_genes,mapped_unique_genes,mapping_fraction
sc,ets2_g2_dn,11,1630,4,1529,True,False,True,True,1000,564275276130980225,0.4561180740667953,0.4484713287345,0.4483953566474491,available,875,859,0.9817142857142858
sc,ets2_g2_dn,12,1630,28,1471,True,False,True,True,1000,564275276130980225,0.9086705274008192,0.8706167727366309,0.8706450924194805,available,875,859,0.9817142857142858
sc,ets2_g2_dn,13,1630,59,1430,True,False,True,True,1000,564275276130980225,1.6719842557379996,1.6201276085087817,1.6166463270302085,available,875,859,0.9817142857142858
sc,ets2_g2_dn,14,1630,81,1372,True,False,True,True,1000,564275276130980225,2.5839010351315532,2.541052623471498,2.540997086934204,available,875,859,0.9817142857142858
sc,ets2_g2_dn,15,1630,100,1331,True,False,True,True,1000,564275276130980225,3.3602193563764597,3.3858324059171654,3.3888363975871947,available,875,859,0.9817142857142858
sc,ets2_g2_dn,16,1629,109,1306,True,False,True,True,1000,564275276130980225,4.097553470668226,4.118657023768697,4.120292052528254,available,875,859,0.9817142857142858
sc,ets2_g2_dn,17,1629,113,1279,True,False,True,True,1000,564275276130980225,4.811788383992931,4.806751094742843,4.80353742892103,available,875,859,0.9817142857142858
sc,ets2_g2_dn,18,1629,153,1220,True,False,True,True,1000,564275276130980225,5.610831118047748,5.611965115351811,5.60854960123451,available,875,859,0.9817142857142858
sc,ets2_g2_dn,19,1629,197,1042,True,False,True,True,1000,564275276130980225,7.344411502069234,7.499159459140097,7.365945206780901,available,875,859,0.9817142857142858
sc,chr21_dn,0,1630,0,1570,True,False,True,True,1000,6078727362452292099,,0.0,0.0,available,141,135,0.9574468085106383
sc,chr21_dn,1,1630,0,1627,True,False,True,True,1000,6078727362452292099,,0.0,0.0,available,141,135,0.9574468085106383
sc,chr21_dn,2,1630,0,1629,True,False,True,True,1000,6078727362452292099,,0.0,0.0,available,141,135,0.9574468085106383
sc,chr21_dn,3,1630,0,1627,True,False,True,True,1000,6078727362452292099,,0.0,0.0,available,141,135,0.9574468085106383
sc,chr21_dn,4,1630,0,1627,True,False,True,True,1000,6078727362452292099,,0.0,0.0,available,141,135,0.9574468085106383
sc,chr21_dn,5,1630,0,1616,True,False,True,True,1000,6078727362452292099,,0.0023810285700489615,0.0023737316801680656,available,141,135,0.9574468085106383
sc,chr21_dn,6,1630,0,1603,True,False,True,True,1000,6078727362452292099,,0.009926213459080875,0.009920418546338001,available,141,135,0.9574468085106383
sc,chr21_dn,7,1630,0,1595,True,False,True,True,1000,6078727362452292099,,0.024014248367740524,0.024025671027657677,available,141,135,0.9574468085106383
sc,chr21_dn,8,1630,0,1580,True,False,True,True,1000,6078727362452292099,,0.05493515984168826,0.05500926623783899,available,141,135,0.9574468085106383
sc,chr21_dn,9,1630,0,1571,True,False,True,True,1000,6078727362452292099,,0.11539213697268587,0.11520595048862331,available,141,135,0.9574468085106383
sc,chr21_dn,10,1630,0,1558,True,False,True,True,1000,6078727362452292099,,0.22968461007600863,0.2294974087651722,available,141,135,0.9574468085106383
sc,chr21_dn,11,1630,2,1529,True,False,True,True,1000,6078727362452292099,0.41908801265376994,0.4484713287345,0.4483953566474491,available,141,135,0.9574468085106383
sc,chr21_dn,12,1630,2,1471,True,False,True,True,1000,6078727362452292099,0.7803238315520664,0.8706167727366309,0.8706450924194805,available,141,135,0.9574468085106383
sc,chr21_dn,13,1630,6,1430,True,False,True,True,1000,6078727362452292099,1.5349809992354269,1.6201276085087817,1.6166463270302085,available,141,135,0.9574468085106383
sc,chr21_dn,14,1630,4,1372,True,False,True,True,1000,6078727362452292099,2.6223301435051156,2.541052623471498,2.540997086934204,available,141,135,0.9574468085106383
sc,chr21_dn,15,1630,11,1331,True,False,True,True,1000,6078727362452292099,3.2924322982945324,3.3858324059171654,3.3888363975871947,available,141,135,0.9574468085106383
sc,chr21_dn,16,1629,12,1306,True,False,True,True,1000,6078727362452292099,4.145076305995551,4.118657023768697,4.120292052528254,available,141,135,0.9574468085106383
sc,chr21_dn,17,1629,20,1279,True,False,True,True,1000,6078727362452292099,4.8231176277181405,4.806751094742843,4.80353742892103,available,141,135,0.9574468085106383
sc,chr21_dn,18,1629,21,1220,True,False,True,True,1000,6078727362452292099,5.671617274507781,5.611965115351811,5.60854960123451,available,141,135,0.9574468085106383
sc,chr21_dn,19,1629,57,1042,True,False,True,True,1000,6078727362452292099,7.47089360465433,7.499159459140097,7.365945206780901,available,141,135,0.9574468085106383
sc,inflammation,0,1630,35,1570,True,False,True,True,1000,12728040105447075649,0.0,0.0,0.0,available,815,751,0.9214723926380368
sc,inflammation,1,1630,0,1627,True,False,True,True,1000,12728040105447075649,,0.0,0.0,available,815,751,0.9214723926380368
sc,inflammation,2,1630,1,1629,True,False,True,True,1000,12728040105447075649,0.0,0.0,0.0,available,815,751,0.9214723926380368
sc,inflammation,3,1630,3,1627,True,False,True,True,1000,12728040105447075649,0.0,0.0,0.0,available,815,751,0.9214723926380368
sc,inflammation,4,1630,0,1627,True,False,True,True,1000,12728040105447075649,,0.0,0.0,available,815,751,0.9214723926380368
sc,inflammation,5,1630,9,1616,True,False,True,True,1000,12728040105447075649,0.003314072245241037,0.0023810285700489615,0.0023737316801680656,available,815,751,0.9214723926380368
sc,inflammation,6,1630,12,1603,True,False,True,True,1000,12728040105447075649,0.009580240716689096,0.009926213459080875,0.009920418546338001,available,815,751,0.9214723926380368
sc,inflammation,7,1630,16,1595,True,False,True,True,1000,12728040105447075649,0.02241135116511525,0.024014248367740524,0.024025671027657677,available,815,751,0.9214723926380368
sc,inflammation,8,1630,20,1580,True,False,True,True,1000,12728040105447075649,0.0561725476424386,0.05493515984168826,0.05500926623783899,available,815,751,0.9214723926380368
sc,inflammation,9,1630,32,1571,True,False,True,True,1000,12728040105447075649,0.1267562570559651,0.11539213697268587,0.11520595048862331,available,815,751,0.9214723926380368
sc,inflammation,10,1630,31,1558,True,False,True,True,1000,12728040105447075649,0.22662392799175296,0.22968461007600863,0.2294974087651722,available,815,751,0.9214723926380368
sc,inflammation,11,1630,44,1529,True,False,True,True,1000,12728040105447075649,0.44255429126637597,0.4484713287345,0.4483953566474491,available,815,751,0.9214723926380368
sc,inflammation,12,1630,55,1471,True,False,True,True,1000,12728040105447075649,0.88164120505569,0.8706167727366309,0.8706450924194805,available,815,751,0.9214723926380368
sc,inflammation,13,1630,57,1430,True,False,True,True,1000,12728040105447075649,1.6074278431777607,1.6201276085087817,1.6166463270302085,available,815,751,0.9214723926380368
sc,inflammation,14,1630,66,1372,True,False,True,True,1000,12728040105447075649,2.5189006026363003,2.541052623471498,2.540997086934204,available,815,751,0.9214723926380368
sc,inflammation,15,1630,52,1331,True,False,True,True,1000,12728040105447075649,3.42197420010389,3.3858324059171654,3.3888363975871947,available,815,751,0.9214723926380368
sc,inflammation,16,1629,41,1306,True,False,True,True,1000,12728040105447075649,4.1009093043388205,4.118657023768697,4.120292052528254,available,815,751,0.9214723926380368
sc,inflammation,17,1629,73,1279,True,False,True,True,1000,12728040105447075649,4.824520518891996,4.806751094742843,4.80353742892103,available,815,751,0.9214723926380368
sc,inflammation,18,1629,75,1220,True,False,True,True,1000,12728040105447075649,5.601551986083899,5.611965115351811,5.60854960123451,available,815,751,0.9214723926380368
sc,inflammation,19,1629,129,1042,True,False,True,True,1000,12728040105447075649,7.681397288313706,7.499159459140097,7.365945206780901,available,815,751,0.9214723926380368
sc,interferon_gamma,0,1630,5,1570,True,False,True,True,1000,1431769162907166171,0.0,0.0,0.0,available,139,137,0.9856115107913669
sc,interferon_gamma,1,1630,0,1627,True,False,True,True,1000,1431769162907166171,,0.0,0.0,available,139,137,0.9856115107913669
sc,interferon_gamma,2,1630,0,1629,True,False,True,True,1000,1431769162907166171,,0.0,0.0,available,139,137,0.9856115107913669
sc,interferon_gamma,3,1630,0,1627,True,False,True,True,1000,1431769162907166171,,0.0,0.0,available,139,137,0.9856115107913669
sc,interferon_gamma,4,1630,0,1627,True,False,True,True,1000,1431769162907166171,,0.0,0.0,available,139,137,0.9856115107913669
sc,interferon_gamma,5,1630,1,1616,True,False,True,True,1000,1431769162907166171,0.005746743044451329,0.0023810285700489615,0.0023737316801680656,available,139,137,0.9856115107913669
sc,interferon_gamma,6,1630,1,1603,True,False,True,True,1000,1431769162907166171,0.009867338342062808,0.009926213459080875,0.009920418546338001,available,139,137,0.9856115107913669
sc,interferon_gamma,7,1630,0,1595,True,False,True,True,1000,1431769162907166171,,0.024014248367740524,0.024025671027657677,available,139,137,0.9856115107913669
sc,interferon_gamma,8,1630,3,1580,True,False,True,True,1000,1431769162907166171,0.05155217186560268,0.05493515984168826,0.05500926623783899,available,139,137,0.9856115107913669
sc,interferon_gamma,9,1630,3,1571,True,False,True,True,1000,1431769162907166171,0.1231996416949569,0.11539213697268587,0.11520595048862331,available,139,137,0.9856115107913669
sc,interferon_gamma,10,1630,5,1558,True,False,True,True,1000,1431769162907166171,0.22760503142074368,0.22968461007600863,0.2294974087651722,available,139,137,0.9856115107913669
sc,interferon_gamma,11,1630,9,1529,True,False,True,True,1000,1431769162907166171,0.46992657245810854,0.4484713287345,0.4483953566474491,available,139,137,0.9856115107913669
sc,interferon_gamma,12,1630,8,1471,True,False,True,True,1000,1431769162907166171,0.90776307841069,0.8706167727366309,0.8706450924194805,available,139,137,0.9856115107913669
sc,interferon_gamma,13,1630,9,1430,True,False,True,True,1000,1431769162907166171,1.431983202920707,1.6201276085087817,1.6166463270302085,available,139,137,0.9856115107913669
sc,interferon_gamma,14,1630,7,1372,True,False,True,True,1000,1431769162907166171,2.3760299105470457,2.541052623471498,2.540997086934204,available,139,137,0.9856115107913669
sc,interferon_gamma,15,1630,5,1331,True,False,True,True,1000,1431769162907166171,3.544020162320939,3.3858324059171654,3.3888363975871947,available,139,137,0.9856115107913669
sc,interferon_gamma,16,1629,15,1306,True,False,True,True,1000,1431769162907166171,4.045632324739278,4.118657023768697,4.120292052528254,available,139,137,0.9856115107913669
sc,interferon_gamma,17,1629,8,1279,True,False,True,True,1000,1431769162907166171,4.768493545023082,4.806751094742843,4.80353742892103,available,139,137,0.9856115107913669
sc,interferon_gamma,18,1629,16,1220,True,False,True,True,1000,1431769162907166171,5.6381763097063144,5.611965115351811,5.60854960123451,available,139,137,0.9856115107913669
sc,interferon_gamma,19,1629,42,1042,True,False,True,True,1000,1431769162907166171,7.894999211700818,7.499159459140097,7.365945206780901,available,139,137,0.9856115107913669
sc,oxidative_stress,0,1630,9,1570,True,False,True,True,1000,434812054561597246,0.0,0.0,0.0,available,436,419,0.9610091743119266
sc,oxidative_stress,1,1630,2,1627,True,False,True,True,1000,434812054561597246,0.0,0.0,0.0,available,436,419,0.9610091743119266
sc,oxidative_stress,2,1630,1,1629,True,False,True,True,1000,434812054561597246,0.0,0.0,0.0,available,436,419,0.9610091743119266
sc,oxidative_stress,3,1630,1,1627,True,False,True,True,1000,434812054561597246,0.0,0.0,0.0,available,436,419,0.9610091743119266
sc,oxidative_stress,4,1630,0,1627,True,False,True,True,1000,434812054561597246,,0.0,0.0,available,436,419,0.9610091743119266
sc,oxidative_stress,5,1630,3,1616,True,False,True,True,1000,434812054561597246,0.003184260258864415,0.0023810285700489615,0.0023737316801680656,available,436,419,0.9610091743119266
sc,oxidative_stress,6,1630,4,1603,True,False,True,True,1000,434812054561597246,0.012215481406234442,0.009926213459080875,0.009920418546338001,available,436,419,0.9610091743119266
sc,oxidative_stress,7,1630,9,1595,True,False,True,True,1000,434812054561597246,0.02493669097273953,0.024014248367740524,0.024025671027657677,available,436,419,0.9610091743119266
sc,oxidative_stress,8,1630,11,1580,True,False,True,True,1000,434812054561597246,0.04969280561964498,0.05493515984168826,0.05500926623783899,available,436,419,0.9610091743119266
sc,oxidative_stress,9,1630,12,1571,True,False,True,True,1000,434812054561597246,0.1153242884481581,0.11539213697268587,0.11520595048862331,available,436,419,0.9610091743119266
sc,oxidative_stress,10,1630,9,1558,True,False,True,True,1000,434812054561597246,0.23787375570964742,0.22968461007600863,0.2294974087651722,available,436,419,0.9610091743119266
sc,oxidative_stress,11,1630,21,1529,True,False,True,True,1000,434812054561597246,0.4688330059279802,0.4484713287345,0.4483953566474491,available,436,419,0.9610091743119266
sc,oxidative_stress,12,1630,16,1471,True,False,True,True,1000,434812054561597246,0.8038692136303642,0.8706167727366309,0.8706450924194805,available,436,419,0.9610091743119266
sc,oxidative_stress,13,1630,20,1430,True,False,True,True,1000,434812054561597246,1.6180391071043343,1.6201276085087817,1.6166463270302085,available,436,419,0.9610091743119266
sc,oxidative_stress,14,1630,26,1372,True,False,True,True,1000,434812054561597246,2.5814748145056887,2.541052623471498,2.540997086934204,available,436,419,0.9610091743119266
sc,oxidative_stress,15,1630,47,1331,True,False,True,True,1000,434812054561597246,3.4500323845419545,3.3858324059171654,3.3888363975871947,available,436,419,0.9610091743119266
sc,oxidative_stress,16,1629,49,1306,True,False,True,True,1000,434812054561597246,4.135564817723427,4.118657023768697,4.120292052528254,available,436,419,0.9610091743119266
sc,oxidative_stress,17,1629,50,1279,True,False,True,True,1000,434812054561597246,4.710604464076756,4.806751094742843,4.80353742892103,available,436,419,0.9610091743119266
sc,oxidative_stress,18,1629,53,1220,True,False,True,True,1000,434812054561597246,5.667204714939329,5.611965115351811,5.60854960123451,available,436,419,0.9610091743119266
sc,oxidative_stress,19,1629,76,1042,True,False,True,True,1000,434812054561597246,7.716190107966584,7.499159459140097,7.365945206780901,available,436,419,0.9610091743119266
sc,apoptotic_signaling,0,1630,17,1570,True,False,True,True,1000,1374400888855302198,0.0,0.0,0.0,available,588,573,0.9744897959183674
sc,apoptotic_signaling,1,1630,1,1627,True,False,True,True,1000,1374400888855302198,0.0,0.0,0.0,available,588,573,0.9744897959183674
sc,apoptotic_signaling,2,1630,1,1629,True,False,True,True,1000,1374400888855302198,0.0,0.0,0.0,available,588,573,0.9744897959183674
sc,apoptotic_signaling,3,1630,1,1627,True,False,True,True,1000,1374400888855302198,0.0,0.0,0.0,available,588,573,0.9744897959183674
sc,apoptotic_signaling,4,1630,0,1627,True,False,True,True,1000,1374400888855302198,,0.0,0.0,available,588,573,0.9744897959183674
sc,apoptotic_signaling,5,1630,3,1616,True,False,True,True,1000,1374400888855302198,0.002027669048552434,0.0023810285700489615,0.0023737316801680656,available,588,573,0.9744897959183674
sc,apoptotic_signaling,6,1630,10,1603,True,False,True,True,1000,1374400888855302198,0.009157418477498416,0.009926213459080875,0.009920418546338001,available,588,573,0.9744897959183674
sc,apoptotic_signaling,7,1630,9,1595,True,False,True,True,1000,1374400888855302198,0.023593351895683172,0.024014248367740524,0.024025671027657677,available,588,573,0.9744897959183674
sc,apoptotic_signaling,8,1630,13,1580,True,False,True,True,1000,1374400888855302198,0.055478055848426126,0.05493515984168826,0.05500926623783899,available,588,573,0.9744897959183674
sc,apoptotic_signaling,9,1630,12,1571,True,False,True,True,1000,1374400888855302198,0.11198815825677687,0.11539213697268587,0.11520595048862331,available,588,573,0.9744897959183674
sc,apoptotic_signaling,10,1630,17,1558,True,False,True,True,1000,1374400888855302198,0.22403784338398613,0.22968461007600863,0.2294974087651722,available,588,573,0.9744897959183674
sc,apoptotic_signaling,11,1630,16,1529,True,False,True,True,1000,1374400888855302198,0.43526414344089165,0.4484713287345,0.4483953566474491,available,588,573,0.9744897959183674
sc,apoptotic_signaling,12,1630,34,1471,True,False,True,True,1000,1374400888855302198,0.8496702687726498,0.8706167727366309,0.8706450924194805,available,588,573,0.9744897959183674
sc,apoptotic_signaling,13,1630,29,1430,True,False,True,True,1000,1374400888855302198,1.7225713280997215,1.6201276085087817,1.6166463270302085,available,588,573,0.9744897959183674
sc,apoptotic_signaling,14,1630,39,1372,True,False,True,True,1000,1374400888855302198,2.5201996202138677,2.541052623471498,2.540997086934204,available,588,573,0.9744897959183674
sc,apoptotic_signaling,15,1630,44,1331,True,False,True,True,1000,1374400888855302198,3.3789618130335626,3.3858324059171654,3.3888363975871947,available,588,573,0.9744897959183674
sc,apoptotic_signaling,16,1629,69,1306,True,False,True,True,1000,1374400888855302198,4.096156820102853,4.118657023768697,4.120292052528254,available,588,573,0.9744897959183674
sc,apoptotic_signaling,17,1629,72,1279,True,False,True,True,1000,1374400888855302198,4.82009748995476,4.806751094742843,4.80353742892103,available,588,573,0.9744897959183674
sc,apoptotic_signaling,18,1629,72,1220,True,False,True,True,1000,1374400888855302198,5.667612039990801,5.611965115351811,5.60854960123451,available,588,573,0.9744897959183674
sc,apoptotic_signaling,19,1629,114,1042,True,False,True,True,1000,1374400888855302198,7.651187432433103,7.499159459140097,7.365945206780901,available,588,573,0.9744897959183674
sc,ets2_g1_dn_without_comparators,0,1630,1,1570,True,False,True,True,1000,13132281349415936589,0.0,0.0,0.0,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,1,1630,0,1627,True,False,True,True,1000,13132281349415936589,,0.0,0.0,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,2,1630,0,1629,True,False,True,True,1000,13132281349415936589,,0.0,0.0,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,3,1630,0,1627,True,False,True,True,1000,13132281349415936589,,0.0,0.0,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,4,1630,2,1627,True,False,True,True,1000,13132281349415936589,0.0,0.0,0.0,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,5,1630,0,1616,True,False,True,True,1000,13132281349415936589,,0.0023810285700489615,0.0023737316801680656,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,6,1630,0,1603,True,False,True,True,1000,13132281349415936589,,0.009926213459080875,0.009920418546338001,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,7,1630,2,1595,True,False,True,True,1000,13132281349415936589,0.023202742134747933,0.024014248367740524,0.024025671027657677,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,8,1630,2,1580,True,False,True,True,1000,13132281349415936589,0.037556458401117744,0.05493515984168826,0.05500926623783899,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,9,1630,3,1571,True,False,True,True,1000,13132281349415936589,0.12850845651657725,0.11539213697268587,0.11520595048862331,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,10,1630,7,1558,True,False,True,True,1000,13132281349415936589,0.26498102949863345,0.22968461007600863,0.2294974087651722,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,11,1630,3,1529,True,False,True,True,1000,13132281349415936589,0.415182414242459,0.4484713287345,0.4483953566474491,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,12,1630,24,1471,True,False,True,True,1000,13132281349415936589,0.8854286459959096,0.8706167727366309,0.8706450924194805,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,13,1630,53,1430,True,False,True,True,1000,13132281349415936589,1.7025149082187658,1.6201276085087817,1.6166463270302085,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,14,1630,81,1372,True,False,True,True,1000,13132281349415936589,2.577724605658276,2.541052623471498,2.540997086934204,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,15,1630,82,1331,True,False,True,True,1000,13132281349415936589,3.367888350102504,3.3858324059171654,3.3888363975871947,available,927,741,0.7993527508090615
sc,ets2_g1_dn_without_comparators,16,1629,98,1306,True,False,True,True,1000,13132281349415936589,4.12130060814994,4.118657023768697,4.120292052528254,available,927,741,0.7993527508090615
