dataset_key,dataset_id,modality,suspension_type,assay,author_cell_type,program_id,threshold,status,raw_summary_status,observed_donors,eligible_donors,score_eligible_donors,observed_groups,zero_denominator_groups,cell_gate_failed_groups,source_intended_genes,mapped_program_genes,mapping_fraction,donors_with_any_program_umi,median_genes_detected,minimum_genes_detected,maximum_genes_detected,median_program_mean_log2_cpm1,minimum_program_mean_log2_cpm1,maximum_program_mean_log2_cpm1,median_matched_background_log2_cpm1,median_program_score,minimum_program_score,maximum_program_score,positive_score_count,median_conditional_percentile,minimum_conditional_percentile,maximum_conditional_percentile
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Kupffer,ets2_g1_dn_without_comparators,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,927,741,0.7993527508090615,6,714.5,650.0,731.0,4.577201910078755,4.096072993810672,4.976823035239554,4.500786213685494,0.0706709898223079,-0.1496618629696167,0.15047544362342613,4,0.9079999999999999,0.0,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Kupffer,ets2_g1_up,20,evaluable_descriptive,evaluable_descriptive,8,8,8,8,0,0,668,583,0.8727544910179641,8,528.0,472.0,571.0,4.520177744998821,4.1925481382122465,4.837739190577421,4.306520590285456,0.2140758076150111,0.07754122784863249,0.2702428663437786,8,1.0,0.964,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Kupffer,ets2_g1_up,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,668,583,0.8727544910179641,6,548.5,472.0,571.0,4.590186903514724,4.1925481382122465,4.837739190577421,4.355649599183366,0.19925039522058308,0.07754122784863249,0.2702428663437786,6,1.0,0.964,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Kupffer,ets2_g2_dn,20,evaluable_descriptive,evaluable_descriptive,8,8,8,8,0,0,875,859,0.9817142857142858,8,819.0,750.0,851.0,4.646474793895487,4.16595333934955,5.008997407766472,4.547442624373959,0.07376498417537602,-0.18046483871758845,0.15914598146013947,6,0.9450000000000001,0.0,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Kupffer,ets2_g2_dn,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,875,859,0.9817142857142858,6,831.0,751.0,851.0,4.691947719689951,4.16595333934955,5.008997407766472,4.593132149839613,0.06869010349291305,-0.18046483871758845,0.1587127821177594,4,0.9410000000000001,0.0,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Kupffer,inflammation,20,evaluable_descriptive,evaluable_descriptive,8,8,8,8,0,0,815,751,0.9214723926380368,8,541.5,442.0,657.0,3.249876286471162,2.815590281748474,3.6496004714443027,3.155832687335246,0.0543159836516367,-0.17324544658847163,0.3974984245148243,5,0.7825,0.0,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Kupffer,inflammation,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,815,751,0.9214723926380368,6,575.0,443.0,657.0,3.3251934730286568,2.815590281748474,3.6496004714443027,3.2260788221047045,0.10421787490745271,-0.17324544658847163,0.3974984245148243,4,0.998,0.0,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Kupffer,interferon_gamma,20,evaluable_descriptive,evaluable_descriptive,8,8,8,8,0,0,139,137,0.9856115107913669,8,111.0,88.0,130.0,4.217535064882735,3.8846605878750657,4.716866114085993,4.027510153102018,0.25813610851075297,-0.10340120029212674,0.5670541008658354,6,0.99,0.101,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Kupffer,interferon_gamma,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,139,137,0.9856115107913669,6,114.0,88.0,130.0,4.217535064882735,3.8846605878750657,4.716866114085993,4.072373892630676,0.25813610851075297,-0.10340120029212674,0.5670541008658354,5,0.99,0.101,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Kupffer,oxidative_stress,20,evaluable_descriptive,evaluable_descriptive,8,8,8,8,0,0,436,419,0.9610091743119266,8,345.5,302.0,384.0,3.8758783562771217,3.469586567412297,4.1274734030320595,3.7210498086382824,0.08938542103705283,-0.07748050232120551,0.3249147995551116,6,0.8945000000000001,0.068,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Kupffer,oxidative_stress,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,436,419,0.9610091743119266,6,357.0,306.0,384.0,3.9677067413299905,3.469586567412297,4.1274734030320595,3.77724071341893,0.144240529612925,-0.07748050232120551,0.3249147995551116,4,0.999,0.068,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,apoptotic_signaling,20,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,588,573,0.9744897959183674,7,461.0,409.0,508.0,3.957518357059126,3.6790316379826837,4.272878435258793,3.8630144361717678,0.004912438775594552,-0.04311199712882585,0.18752363809789951,4,0.542,0.177,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,apoptotic_signaling,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,588,573,0.9744897959183674,6,478.5,437.0,508.0,4.031429902825001,3.7456218534165755,4.272878435258793,3.9211575498409954,0.04970817983147646,-0.01687380083753487,0.18752363809789951,4,0.7675000000000001,0.31,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,chr21_dn,20,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,141,135,0.9574468085106383,7,130.0,122.0,135.0,5.598931016074751,5.327604308214867,6.032450749322857,5.541304570685018,0.05762644538973305,-0.08749177170076372,0.4037275193357228,4,0.733,0.187,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,chr21_dn,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,141,135,0.9574468085106383,6,131.5,128.0,135.0,5.716610736913299,5.3448362579499635,6.032450749322857,5.585013900336076,0.07551485814673908,-0.08749177170076372,0.4037275193357228,4,0.8,0.187,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,ets2_g1_dn,20,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,927,906,0.9773462783171522,7,862.0,791.0,897.0,4.730556302910231,4.460041855406291,5.045512423403546,4.664914621535071,0.021115541611187005,-0.093646775868371,0.08444573601987582,4,0.812,0.0,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,ets2_g1_dn,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,927,906,0.9773462783171522,6,876.5,836.0,897.0,4.802494571635185,4.460041855406291,5.045512423403546,4.727450862937666,0.04337861149317357,-0.093646775868371,0.08444573601987582,4,0.897,0.0,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,ets2_g1_dn_without_comparators,20,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,927,741,0.7993527508090615,7,705.0,646.0,734.0,4.535251574054929,4.37130903826363,4.921505497796278,4.524722702241428,0.010528871813500373,-0.05269946558865257,0.07871461068434016,5,0.623,0.068,0.999
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,ets2_g1_dn_without_comparators,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,927,741,0.7993527508090615,6,715.5,680.0,734.0,4.606377095244181,4.385569890148442,4.921505497796278,4.591225872156187,0.015151223087992882,-0.05269946558865257,0.07871461068434016,4,0.687,0.068,0.999
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,ets2_g1_up,20,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,668,583,0.8727544910179641,7,529.0,464.0,562.0,4.578580981469851,4.412261274442424,5.040433088668177,4.384831558036327,0.23865415693482728,0.1816114310393342,0.3666529465422883,7,1.0,0.999,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,ets2_g1_up,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,668,583,0.8727544910179641,6,544.0,494.0,562.0,4.671018062210721,4.504699796487946,5.040433088668177,4.44465290820791,0.24644483703105546,0.1937494234335242,0.3666529465422883,6,1.0,1.0,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,ets2_g2_dn,20,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,875,859,0.9817142857142858,7,820.0,736.0,852.0,4.625850304161249,4.381853841413374,5.057655562060524,4.628165896219886,-0.0023155920586370726,-0.08854908983353216,0.12095730157753781,3,0.481,0.013,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,ets2_g2_dn,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,875,859,0.9817142857142858,6,832.0,789.0,852.0,4.710314352091697,4.484593083094138,5.057655562060524,4.691490111485637,0.01882424060605903,-0.03835772402824844,0.12095730157753781,3,0.7055,0.111,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,inflammation,20,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,815,751,0.9214723926380368,7,529.0,420.0,610.0,3.33758456323428,2.9510554097555612,3.615093923801788,3.1985471365363627,0.04880920880293216,-0.10457346887952124,0.29929527241986653,4,0.948,0.004,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,inflammation,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,815,751,0.9214723926380368,6,569.5,481.0,610.0,3.370990434811562,3.064206517022587,3.615093923801788,3.257172893959142,0.08571552862730059,-0.055666825532427744,0.29929527241986653,4,0.974,0.047,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,interferon_gamma,20,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,139,137,0.9856115107913669,7,111.0,90.0,122.0,4.247661204468208,3.8873352667209295,4.673131347152272,4.115523619363925,0.03688767735427145,-0.12613599177106716,0.41664363440432073,4,0.656,0.074,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,interferon_gamma,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,139,137,0.9856115107913669,6,116.0,103.0,122.0,4.336644583728371,3.8873352667209295,4.673131347152272,4.166443765945832,0.14274649004988182,-0.12613599177106716,0.41664363440432073,3,0.7015,0.074,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,oxidative_stress,20,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,436,419,0.9610091743119266,7,337.0,295.0,370.0,3.943870119898774,3.53035191077786,4.221984951113032,3.781736348311394,0.09358896249853776,-0.10847910101685221,0.18221934049600463,6,0.975,0.021,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,LAM-like,oxidative_stress,50,evaluable_descriptive,evaluable_descriptive,8,6,6,8,0,2,436,419,0.9610091743119266,6,349.0,320.0,370.0,3.998132459427243,3.722734220768389,4.221984951113032,3.8400755472718187,0.12786136704295892,0.020583788592986707,0.18221934049600463,6,0.9875,0.735,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,apoptotic_signaling,20,evaluable_descriptive,evaluable_descriptive,8,8,8,8,0,0,588,573,0.9744897959183674,8,463.5,380.0,527.0,3.944232408420704,3.7169709447814343,4.306697575791142,3.847139102487761,0.08493075594647737,-0.08343490779943519,0.18750460932927826,6,0.983,0.017,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,apoptotic_signaling,50,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,588,573,0.9744897959183674,7,473.0,435.0,527.0,4.032457931901373,3.7169709447814343,4.306697575791142,3.8938723523946517,0.09078059494813306,-0.08343490779943519,0.18750460932927826,5,0.986,0.017,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,chr21_dn,20,evaluable_descriptive,evaluable_descriptive,8,8,8,8,0,0,141,135,0.9574468085106383,8,132.0,116.0,135.0,5.635233835759175,5.25308897431986,5.969379902541091,5.503744392434845,0.12255484841379394,-0.19318452082457505,0.25640388451341867,5,0.906,0.025,0.995
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,chr21_dn,50,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,141,135,0.9574468085106383,7,133.0,127.0,135.0,5.7104997677768825,5.25308897431986,5.969379902541091,5.552263348837677,0.15224016114504035,-0.19318452082457505,0.25640388451341867,5,0.932,0.025,0.995
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,ets2_g1_dn,20,evaluable_descriptive,evaluable_descriptive,8,8,8,8,0,0,927,906,0.9773462783171522,8,869.0,718.0,902.0,4.70981009155642,4.4336433654462635,5.086101515864374,4.639944505393406,0.07653756402198786,-0.03422152989292915,0.13482401889893314,7,0.9944999999999999,0.193,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,ets2_g1_dn,50,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,927,906,0.9773462783171522,7,875.0,829.0,902.0,4.796039055255688,4.5634906897447545,5.086101515864374,4.692233212913841,0.08290755115389814,0.035925329984181076,0.13482401889893314,7,1.0,0.854,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,ets2_g1_dn_without_comparators,20,evaluable_descriptive,evaluable_descriptive,8,8,8,8,0,0,927,741,0.7993527508090615,8,709.5,574.0,737.0,4.538022545395632,4.261555582246659,4.93617583231495,4.505442202239618,0.03762111431115711,-0.0516427028837434,0.108617013091024,7,0.8445,0.135,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,ets2_g1_dn_without_comparators,50,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,927,741,0.7993527508090615,7,713.0,673.0,737.0,4.586049932415766,4.427625769021067,4.93617583231495,4.55673001745247,0.039401457273581464,0.029319914963296334,0.108617013091024,7,0.853,0.806,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,ets2_g1_up,20,evaluable_descriptive,evaluable_descriptive,8,8,8,8,0,0,668,583,0.8727544910179641,8,532.5,438.0,573.0,4.538614130228115,4.3778848436139,5.004596074333683,4.364117680449046,0.17363116195462291,0.06527398474786583,0.3464009626707689,8,1.0,0.943,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,ets2_g1_up,50,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,668,583,0.8727544910179641,7,536.0,493.0,573.0,4.543059421920171,4.3778848436139,5.004596074333683,4.415624502032057,0.1694898072534654,0.06527398474786583,0.3464009626707689,7,1.0,0.943,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,ets2_g2_dn,20,evaluable_descriptive,evaluable_descriptive,8,8,8,8,0,0,875,859,0.9817142857142858,8,821.0,666.0,856.0,4.589222653213339,4.340979475827123,4.99868287220038,4.606454946905197,-0.0008196411850791563,-0.08555645522695521,0.07937964861044655,4,0.47600000000000003,0.022,0.999
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,ets2_g2_dn,50,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,875,859,0.9817142857142858,7,829.0,780.0,856.0,4.6421004129987935,4.494477899218552,4.99868287220038,4.658360102312469,0.005458305790327245,-0.06007189227937282,0.07937964861044655,4,0.553,0.034,0.999
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,inflammation,20,evaluable_descriptive,evaluable_descriptive,8,8,8,8,0,0,815,751,0.9214723926380368,8,529.5,399.0,662.0,3.3594657589395482,3.0113124536633302,3.6317636617662217,3.1842538687843627,0.11927305471722871,-0.09556275937981829,0.25055261236663506,6,0.979,0.006,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,inflammation,50,evaluable_descriptive,evaluable_descriptive,8,7,7,8,0,1,815,751,0.9214723926380368,7,554.0,484.0,662.0,3.4043337488088667,3.0477139307001004,3.6317636617662217,3.225231047488806,0.18182113756939655,-0.09556275937981829,0.25055261236663506,5,1.0,0.006,1.0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,Monocyte,interferon_gamma,20,evaluable_descriptive,evaluable_descriptive,8,8,8,8,0,0,139,137,0.9856115107913669,8,105.5,87.0,127.0,4.23767891543568,3.771681235519317,4.751340870818604,4.09372533112225,0.14559529634999535,-0.2547944280994372,0.41143334643841456,5,0.9485,0.001,1.0
